component_id,lot_id,defect_type,leakage_0h,leakage_24h,leakage_96h,leakage_168h
C0097,LOT-002,mild_drift,8.922481664843557,9.36334126520235,10.431668459455523,11.302634391243233
C0098,LOT-002,mild_drift,10.284990366346836,10.812484014113727,11.990681842677098,13.111103649541134
C0099,LOT-002,healthy,9.311005437994954,9.32356161940973,9.516983759503336,9.325087953740624
C0100,LOT-002,healthy,9.928155116716162,10.058737069322369,10.098250330961829,10.321166343619392
C0101,LOT-003,mild_drift,10.121517281411409,10.841328301567575,12.008430385540978,14.326238280603915
C0102,LOT-003,healthy,9.898618788486893,9.966549747182794,9.884112572836921,10.013350804625198
C0103,LOT-003,healthy,9.486006993088314,9.50434752539496,10.07165602258518,9.771335822878068
C0104,LOT-003,healthy,10.427785184837363,10.2764425293748,10.779308483632953,10.190147947623132
C0105,LOT-003,healthy,10.03358133713402,10.163477450659919,10.633881085093313,10.36127552151572
C0106,LOT-003,healthy,10.71097507319226,10.87051570845644,11.00412631071894,11.017468783577415
C0107,LOT-003,healthy,10.256541332467943,10.318571188058167,10.55713144919923,10.173680286229427
C0108,LOT-003,healthy,9.30547172312157,9.36909914672488,9.126778453366661,10.24685122983454
C0109,LOT-003,healthy,9.359204350641791,9.152052044997603,9.241553268355686,8.26316106724411
C0110,LOT-003,healthy,9.768336746263417,9.621841576436312,9.632468140053279,9.575291501463083
C0111,LOT-003,healthy,9.541619064452627,9.502596263623651,9.809123620472633,10.536710673009866
C0112,LOT-003,healthy,9.433409683293315,9.061353120219568,9.721189315281167,9.21935247477663
C0113,LOT-003,strong_drift,9.28468062762312,10.911929436274741,14.945538045691777,19.17978508577711
C0114,LOT-003,healthy,10.214787663485101,10.356459549182711,10.186477683189333,9.65060280594466
C0115,LOT-003,healthy,9.605680281136214,9.341294543179327,10.028889945741629,9.601326804962259
C0116,LOT-003,healthy,10.573757069878486,10.591632091944673,10.334393560670817,10.602667909708817
C0117,LOT-003,latent_defect,10.359196507779725,10.865453284505277,14.295324298371131,18.58964610890319
C0118,LOT-003,healthy,9.982116996232095,9.734891678112064,9.507252485949223,9.10373886825683
C0119,LOT-003,healthy,9.493149002841038,9.318819869223368,9.726223769420452,9.693774514998118
C0120,LOT-003,healthy,10.291704658556064,10.240336682887756,10.558402314575691,10.599061170430447
C0121,LOT-003,mild_drift,9.327045019300948,9.848107967367387,11.579558336892589,13.776753508375904
C0122,LOT-003,healthy,8.176465424987597,8.133435235471195,8.016805715587186,7.838589245006244
C0123,LOT-003,healthy,9.304029393431795,9.54193309096098,8.871819539752513,8.694149181853284
C0124,LOT-003,healthy,10.534330468279718,10.532196843869306,10.85409826001711,10.986394332569041
C0125,LOT-003,healthy,9.979149473425243,10.06175383510201,9.479768083005718,9.577868709764553
C0126,LOT-003,latent_defect,10.525570672155801,11.313403285073559,14.39318398300416,22.670863712742097
C0127,LOT-003,healthy,9.78851552327259,10.195282600099398,10.136560861156108,9.97117342048064
C0128,LOT-003,healthy,10.585913652020057,10.465355915966297,10.988158353301593,9.978916491959943
C0129,LOT-003,mild_drift,8.750770393940726,9.330275059392507,9.562645407475866,11.107492692987053
C0130,LOT-003,healthy,8.062747767698305,7.708741408317404,8.011165292365602,8.284395006134204
C0131,LOT-003,healthy,9.24376975528661,9.142681103646076,8.906403677934849,9.195539868388867
C0132,LOT-003,healthy,9.561622528243175,9.557261705418098,9.812896323777439,9.858317614184577
C0133,LOT-003,mild_drift,10.178526549515041,10.588582767372316,12.26381619878615,13.69493777737684
C0134,LOT-003,healthy,10.645168844800935,10.777512595034384,10.445694222367441,10.75687416948973
C0135,LOT-003,healthy,9.301267226047944,9.31167991139908,9.433331121243441,9.220539843449782
C0136,LOT-003,healthy,8.401479872897573,8.547589056259602,8.340373294877207,9.242290988600912
C0137,LOT-003,strong_drift,10.668048021764942,11.76100572681974,16.117070653807446,20.77676380665774
C0138,LOT-003,mild_drift,10.068294796139915,10.600964689466574,12.739589217603855,14.304495286670395
C0139,LOT-003,latent_defect,9.942468803396059,10.591522625812622,13.60519140993954,20.57162267724165
C0140,LOT-003,healthy,10.106721221003585,10.077701012232183,10.202102820704885,9.829129097206179
C0141,LOT-003,healthy,9.195129124096164,9.108225107948783,9.096958988442081,8.703220781838663
C0142,LOT-003,strong_drift,9.630236780154071,10.691505412750574,14.423400506120178,17.653395216411347
C0143,LOT-003,healthy,9.95271464805983,10.029758842368206,10.368269247892526,9.489306023542996
C0144,LOT-003,healthy,9.439581676002334,9.518614721744532,9.126971883868027,9.232744083981277
C0145,LOT-003,healthy,10.180909470399884,10.056947109394345,9.867413681620997,10.388618978469857
C0146,LOT-003,healthy,8.27768424579921,8.040342478642556,8.232503114110951,9.665646365040319
C0147,LOT-003,healthy,9.119698377701098,9.036527864787159,9.273802210697188,9.268172722881499
C0148,LOT-003,healthy,10.361492809121938,10.271196372089689,10.496345426846075,9.859462911996715
C0149,LOT-003,healthy,9.300698059351005,9.166148216348853,9.511623411811778,9.232607398818496
C0150,LOT-003,healthy,10.666060999522053,10.53705120868131,10.690837853928205,11.31633192250612
C0151,LOT-004,mild_drift,10.704244161082485,11.081564358994402,11.851603097386196,12.468707108981507
C0152,LOT-004,healthy,11.00717010298742,10.952330353633407,11.446920920007432,10.540431837831942
C0153,LOT-004,mild_drift,9.200411592329303,9.523125477450321,10.320358068315509,10.806934979833493
C0154,LOT-004,latent_defect,11.271815185300902,12.814493478951603,15.940907752800513,25.028128085891574
C0155,LOT-004,mild_drift,9.575184192609385,10.243088052004676,11.560727909588863,12.444575232325175
C0156,LOT-004,healthy,9.907958296973755,9.641405776617592,10.091377361983566,8.828134333436093
C0157,LOT-004,healthy,11.511399971913152,11.560311615089791,10.82937803180665,11.064089714559442
C0158,LOT-004,healthy,10.869283135845777,10.449475873231005,10.658809788889918,11.062122742894068
C0159,LOT-004,strong_drift,10.046661983620856,11.116420521700222,13.961125633375826,16.47755220028456
C0160,LOT-004,healthy,9.806862903078574,9.576299687001889,10.3372642341754,10.080243346608894
C0161,LOT-004,healthy,10.045049384929738,10.18061836352179,10.094567971291738,10.695583087280557
C0162,LOT-004,healthy,9.834615605446903,9.958246642093856,10.261634958418025,9.358267883127313
C0163,LOT-004,healthy,8.688842459209143,8.515936072171055,8.415420099638341,8.856878110179972
C0164,LOT-004,healthy,10.662560810762303,10.52076648596465,10.590551897995255,10.439328352872682
C0165,LOT-004,healthy,10.383516686239332,10.19993502302768,10.502993513709079,10.483520046663031
C0166,LOT-004,mild_drift,10.392100233121136,10.819704532470586,11.747503789012775,12.183210806611358
C0167,LOT-004,strong_drift,11.466965398285454,12.434638568953735,15.406758646710882,18.357905156507044
C0168,LOT-004,healthy,10.208085579555199,10.155591050082597,10.680828835359295,10.17780681445514
C0169,LOT-004,healthy,10.370993267509135,10.488693518555884,10.589427212985015,10.298457267881284
C0170,LOT-004,healthy,10.406884225454053,10.258736435401866,11.034456375269814,11.323557099807456
C0171,LOT-004,healthy,10.53057425776054,10.22839436067848,10.564807370229328,11.106819345101965
C0172,LOT-004,healthy,9.678027407008976,9.787713533325789,9.873904957838684,9.831567025398277
C0173,LOT-004,healthy,10.998683395457416,11.174952857147629,11.391736988808741,11.429491382955264
C0174,LOT-004,healthy,9.398098631424888,10.013082588918694,9.23099102660342,9.588436103510293
C0175,LOT-004,healthy,9.930363186231691,9.612495164376252,9.854108856978511,9.76470201013165
C0176,LOT-004,healthy,9.868485334703388,9.923563693470722,9.741259849596533,10.3246405568357
C0177,LOT-004,healthy,9.485615459183938,9.701899908510079,9.703699821951162,10.24348760852031
C0178,LOT-004,healthy,10.411256959816502,10.403092449705888,11.090668993238657,11.267235941249854
C0179,LOT-004,healthy,9.621210096691069,9.491355906281992,9.559381827493828,9.820843228557642
C0180,LOT-004,healthy,10.282950385664062,9.918853083860135,10.2941914642917,9.518089643825828
C0181,LOT-004,healthy,9.914547409297615,9.817080147843674,9.666650652823064,9.450137796839776
C0182,LOT-004,mild_drift,9.595689095965643,10.390724933746533,11.28630228371431,13.079635234626275
C0183,LOT-004,latent_defect,10.625664887799317,11.436087473506793,14.647415191640977,23.72656290009923
C0184,LOT-004,healthy,10.67648970508957,10.911580697081625,10.388986788826337,10.686422136175514
C0185,LOT-004,strong_drift,9.725520291109511,10.393024341380563,12.990191687754919,15.412250350479672
C0186,LOT-004,mild_drift,10.416861814394446,11.120346687799994,12.260052627129248,14.238804399487314
C0187,LOT-004,mild_drift,10.05042160622996,10.478116696568446,12.066186304770893,13.363357842130297
C0188,LOT-004,healthy,10.158467780430668,10.441522200199667,9.80104961380115,10.136695465613432
C0189,LOT-004,mild_drift,10.761047411235658,11.315268653999206,12.328076494032258,14.256847402526969
C0190,LOT-004,healthy,10.858231721766595,10.910104322186935,10.809604912937226,10.797024541697393
C0191,LOT-004,healthy,10.580722199771907,10.756955175794177,10.801385072271017,11.041660299161027
C0192,LOT-004,healthy,9.597788633185147,9.879118462614649,9.302235325839137,10.073190218715647
C0193,LOT-004,healthy,10.394741584453904,10.42599489562063,11.370848300346537,11.033674828265047
C0194,LOT-004,healthy,9.435942994369706,9.251004171381036,9.12695351243104,9.21879802479148
C0195,LOT-004,healthy,10.544630141593334,10.246112578617641,10.735527374318576,9.515671604930919
C0196,LOT-004,mild_drift,10.314377924030833,10.932502350477234,11.423443710655455,12.716045404880703
C0197,LOT-004,healthy,10.099288397832996,10.2299171842207,10.053718719137276,10.264364595737156
C0198,LOT-004,strong_drift,9.715276183666834,10.923703575664138,13.73391788092371,15.676021389695627
C0199,LOT-004,healthy,10.545858634883306,10.780229285344102,10.483986874324664,9.805655263167884
C0200,LOT-004,mild_drift,9.275969953950712,9.861051834839653,11.587063346678145,12.84901978407451
C0201,LOT-005,healthy,9.394770658930515,9.158178507990371,9.566930344841804,8.787673507370386
C0202,LOT-005,healthy,9.472574656204124,9.557968532019338,9.557049425498342,9.782352511330382
C0203,LOT-005,healthy,9.752908131286881,9.849728851197044,10.117583352563145,10.148836863023869
C0204,LOT-005,strong_drift,9.413662326633508,10.736479859333514,14.963262307802394,19.892735084875664
C0205,LOT-005,strong_drift,8.909861175105936,10.199647845991471,13.463437439055054,16.858681378480654
C0206,LOT-005,healthy,10.208510678405364,10.298809724055534,10.64970384415232,10.37524058327023
C0207,LOT-005,healthy,10.160664432747899,10.321336608147528,9.971365078101163,10.515641522572201
C0208,LOT-005,healthy,9.6076726963616,9.762645268253483,9.530970040398087,10.071513241805123
C0209,LOT-005,mild_drift,9.815713587127956,10.09899899963507,11.55940692495914,12.54886889791793
C0210,LOT-005,mild_drift,9.225660491929984,9.313066881048398,11.213767866971468,12.116707611895706
C0211,LOT-005,healthy,9.026347844505866,9.488328714828672,9.081903576413884,8.911869612442773
C0212,LOT-005,strong_drift,9.735631518937087,11.279937043333833,15.331089532269171,18.57107821478606
C0213,LOT-005,mild_drift,9.884657770130215,9.973669414077378,11.02793453931726,12.53647927986795
C0214,LOT-005,healthy,9.703097984346295,9.82095948190918,9.95376001144975,10.804393629399623
C0215,LOT-005,healthy,10.10505388287158,10.229029509744104,10.434536434355122,10.392945924799694
C0216,LOT-005,mild_drift,10.07290234521918,10.323045645324333,10.956351976264507,12.666334912657039
C0217,LOT-005,healthy,10.541989468195352,10.839256191515458,10.517496139533236,9.651346578421409
C0218,LOT-005,healthy,9.185418187519664,9.338048756335677,9.182986077536906,9.56882781565097
C0219,LOT-005,mild_drift,9.245338001172366,9.732141484539481,10.681584484803768,12.784477097346457
C0220,LOT-005,mild_drift,8.967493368694408,9.666928430365342,10.665528024713245,11.314104172511897
C0221,LOT-005,healthy,8.410010660947494,8.292543442826313,8.517772928875825,7.557039547042126
C0222,LOT-005,healthy,9.177327594918491,8.935487615406768,9.34109411671023,9.631449543856563
C0223,LOT-005,strong_drift,9.726435909448629,10.919120055898745,13.079296164867127,16.61621871634969
C0224,LOT-005,healthy,10.350269100365999,10.259287669481536,9.908391771073205,10.15329654795186
C0225,LOT-005,healthy,9.508992995692646,9.463202399076977,9.623875665529342,9.188070473625627
C0226,LOT-005,strong_drift,10.410987171487179,11.16091537472828,14.43456953523626,17.16848235570919
C0227,LOT-005,mild_drift,9.83994058996409,9.978715031557709,10.717235997903481,11.113638346085413
C0228,LOT-005,healthy,9.906582519544019,10.313959148713254,9.557560930843241,9.90794458912736
C0229,LOT-005,healthy,9.828525229019464,10.059327485526456,10.39287207253852,10.416130859443301
C0230,LOT-005,healthy,10.947891740200044,11.252604056094402,11.007914180524635,11.08980291014136
C0231,LOT-005,healthy,10.342895114180834,10.521074738110462,10.223718430242469,10.230820873667982
C0232,LOT-005,healthy,11.345917880538988,11.648788445958756,11.780095901752668,11.722958472960354
C0233,LOT-005,latent_defect,9.386173422380896,10.116962914144,12.045709087431376,18.606639202783402
C0234,LOT-005,healthy,10.08120421346265,9.965743833096155,10.288439118909372,9.963384297828119
C0235,LOT-005,mild_drift,9.859419041479322,10.21476698944453,10.544559674606623,11.771642471445254
C0236,LOT-005,mild_drift,9.046588513535871,9.377288398553782,9.726668474447642,10.34749866609373
C0237,LOT-005,mild_drift,9.466448108089534,9.765339780950452,10.679376565348432,11.324568144310833
C0238,LOT-005,strong_drift,8.153175714229537,9.53829504378223,13.704839977126284,18.173631977569748
C0239,LOT-005,healthy,9.29801412288924,9.540619622264973,9.356914325822576,8.819189191094512
C0240,LOT-005,healthy,10.709349163174656,10.590502694001021,11.312178436546692,11.111747198361668
C0241,LOT-005,healthy,8.585897146902782,8.64966765234543,8.27744723311914,8.895935351462526
C0242,LOT-005,healthy,9.056812755307712,8.797196897058777,8.657555268287163,8.702278773262325
C0243,LOT-005,healthy,9.665647546393085,9.923045853136124,9.265719862915335,9.958015432860849
C0244,LOT-005,healthy,10.332042003214275,10.289250928095193,10.94488515619625,10.980185506149061
C0245,LOT-005,strong_drift,10.710469588405655,12.212121857106895,15.847168397478848,20.86035776861423
C0246,LOT-005,latent_defect,10.460954098094017,11.504568161569846,13.622433488264782,21.714809112517916
C0247,LOT-005,healthy,9.373427666206098,9.6358450601162,9.370731584585846,9.623937676597349
C0248,LOT-005,healthy,10.01332544902304,9.798496433086138,9.898377931139022,10.257909936906051
C0249,LOT-005,healthy,10.689434398871164,10.93567955092795,10.524169441084283,10.921977587502846
C0250,LOT-005,healthy,9.906817001516428,10.207790690068292,10.488673915242765,10.487136418667276
C0251,LOT-006,healthy,10.243844385006092,10.532649887374596,9.69519953550289,10.610546078417249
C0252,LOT-006,healthy,8.920067022579744,8.52969392404276,8.648103973562968,8.984333287397362
C0253,LOT-006,healthy,10.309958475323358,10.107392118201084,10.32200768810332,9.727056749297319
C0254,LOT-006,mild_drift,9.096306320613788,9.615246432869323,11.244176482034307,12.976489694548018
C0255,LOT-006,healthy,8.858211566238927,8.834440483059934,9.144399585996807,8.660930606886707
C0256,LOT-006,healthy,8.537853074116427,9.336919105389876,8.717677215378195,8.497927888906247
C0257,LOT-006,mild_drift,10.839083682181078,11.563439064640372,12.573084057656622,13.8918985727818
C0258,LOT-006,healthy,10.153258161618965,10.00282468605754,10.39643820113512,10.596123398322735
C0259,LOT-006,healthy,9.572600487681854,9.512381134055328,9.598341764696935,9.564721519601337
C0260,LOT-006,healthy,9.261295149971899,9.15677219296428,10.1499873182097,9.469907448758281
C0261,LOT-006,healthy,8.899243557933787,8.73819464488328,9.194513483888032,9.341485629689183
C0262,LOT-006,healthy,10.100733032920918,10.572257584515455,10.572919405262757,10.974571125342775
C0263,LOT-006,healthy,9.825405194431422,9.568704835865972,9.692364484000827,9.449782909144776
C0264,LOT-006,healthy,8.629664798034806,8.539039365386145,8.838846904471188,8.524870133835345
C0265,LOT-006,healthy,9.05496311333637,9.004292378593476,9.658331559532904,9.406493691088567
C0266,LOT-006,healthy,9.332471558053447,9.428628997168547,9.719655611981695,9.642849733229893
C0267,LOT-006,healthy,8.993927884009889,8.962326096404217,9.201295315476013,8.887258778899167
C0268,LOT-006,latent_defect,9.794221913251288,10.615473762768481,12.159942170416947,18.011211560194173
C0269,LOT-006,healthy,9.808745290954029,9.891129794431826,9.450135943701856,10.090886924442396
C0270,LOT-006,strong_drift,9.688260564240656,11.291082331178643,15.269178758116926,19.693979570933205
C0271,LOT-006,healthy,8.69889221231507,8.765289184521015,9.027984947780128,9.396516833548308
C0272,LOT-006,healthy,9.809584059697377,9.803921757715411,9.84443954656661,10.07526463772591
C0273,LOT-006,strong_drift,9.018104149539045,9.965827100267436,12.98676935862194,16.776782323167694
C0274,LOT-006,strong_drift,9.257474242693789,10.188530265594743,14.125298292777737,18.431748390371844
C0275,LOT-006,healthy,9.179548705761231,9.14617326241697,8.63873770303764,9.107323277629082
C0276,LOT-006,latent_defect,9.273253606291117,9.975664966631658,12.62325158755254,18.627682241827507
C0277,LOT-006,strong_drift,9.413528270997581,10.043827707262407,12.1148105845541,14.730983614635123
C0278,LOT-006,healthy,9.062209120799604,9.284910153348516,8.772407432541842,9.391640669397493
C0279,LOT-006,healthy,9.130175519257548,9.047587448605123,9.601617261696665,9.057151276214551
C0280,LOT-006,healthy,9.750441506321888,9.602566485342432,9.963385758216894,9.910302501610653
C0281,LOT-006,healthy,8.628440490454269,8.188673041340612,8.391058943557697,8.665109536315065
C0282,LOT-006,healthy,10.072256553686957,10.173837216098818,10.840485100383038,10.375008498623227
C0283,LOT-006,healthy,9.259118904560939,9.03990849732489,9.626427227855249,10.042315980293129
C0284,LOT-006,mild_drift,9.944178051077431,10.465734781490024,11.778101650506333,12.092921835627077
C0285,LOT-006,healthy,9.267099726986288,9.43625352781709,9.408868743502026,9.329517049833397
C0286,LOT-006,strong_drift,10.083764959537515,10.768916330824696,13.911139582952393,16.60027263921088
C0287,LOT-006,healthy,9.01719806684399,8.892545059448468,9.278436051706302,9.827778830309066
C0288,LOT-006,healthy,8.772375599062158,9.09689085919141,8.901465974960205,8.570438347611823
C0289,LOT-006,healthy,9.561256542564935,9.794042015576323,9.729630999929194,10.104049414330843
C0290,LOT-006,healthy,9.301836402667021,9.436308906973464,9.237636203139756,8.981990202767783
C0291,LOT-006,strong_drift,9.536033533923062,10.46713714607524,14.199011769909577,17.544154925410677
C0292,LOT-006,latent_defect,10.022594300550926,10.422227465417036,13.347792820392037,20.975588098769705
C0293,LOT-006,healthy,8.969111924220703,9.053201616903275,8.88749860282161,9.211225572745205
C0294,LOT-006,strong_drift,9.292871580188594,10.143102955970175,12.805834462234076,15.608787766398498
C0295,LOT-006,healthy,8.562002829944019,8.562050348055935,9.076315951149883,9.082882892611135
C0296,LOT-006,healthy,9.4090157654339,9.399397615100568,8.795455929060413,9.196865184078236
C0297,LOT-006,strong_drift,9.894647738187595,10.765321913828906,14.249395043691885,18.072353693269044
C0298,LOT-006,healthy,9.618561704308316,9.62735080600101,9.511304321983825,9.78909430301445
